no,comment,Judul Video,Label (Ridho)
585,"Betul bapak saya juga guru, saya mengalami ditempat kerja kami gonta ganti kurikulum, nda semua guru langsung tangkap maksudnya, jadi saat ngajar ya yg pneting ngajar,",,Tidak Berhubungan
586,Kurikulum apapun kata kuncinya pada kualitas guru. <br>Kumer sudah kemerdekaan guru untuk  berfungsi seperti apa mestnya berfungsi. Maka  masalah utama adalah pada kualitas guru.,,Pro
587,"Ujian nasional dan asesmen nasional Tidak sama tujuan, Guru Inti dan Guru Pengerak gak sama prosesnya dan tujuannya. yang merusak sistem pendidikan adalah orang tua sudah lepas tangan. Padahal pilar pendidikan itu ada pada orang tua, guru dan pemerintah. apa itu kurikulum mau diterapkan jika pelaksanaan kurang atau bermasalah",,Kontra
588,SD negeri gak ada pelajaran bahasa inggris itulah 6+,,Kontra
589,"Bapak yg bapak spkan unek2 aku banget,guru pd kebingunan,naik pangkat susah banget,hrs ngerjakan ini itu,yg jd guru penggerak bkl jd kepsek,yg kuliah s2 mlh kurang dihargai,aturannya kebalik2,tp bisanya hanya trm saja dan berdo&#39;a dng kenyataan yg ada😢😢😢😢tl bantu bapak kalau naik pangkat tdk usah berthele2,dyaratnya,kalau sdh masanya knp tdk menggelundung spt asn dikantor,sd kami medianya adl mausia,trm ksh,smg tersampaikan suara kami bapak,,,,😢😢😢🙏",,Kontra
590,"SYA Setuju dg kurikulum2 <br>Sebelumnya,,, simpel tidak ber<br>Tele tele. Apalagi betul ada nya KKM,,, guru sruh bohong dlm menile. <br>Pada waktu kurikulum mana<br>Yg cara ngukur kelulusan ada<br>Nile semter 5 dan hasil di <br>Gabung dg nile UN. <br>Ini malah Siswa Siswa semngat belajar ada. <br>Sekarang susah skali siswa2<br>Sekarang untk belajar. <br>Apalagi klo sdh HP.",,Tidak Berhubungan
591,"Terimah kasih bapak,kalau bisah kembalilah kita kekuri kulum ktsp",,Kontra
592,Kurikulum Indonesia Sebaiknya mencerminkan Etika budaya Bangsa Indonesia,,Tidak Berhubungan
593,"Saya guru di daerah sm3t, cocok ktsp baik, kkmerdeka ttdk cocok , media bljrnya ... Boos.",,Kontra
594,Diharapkan para menteri harus memahami pendidikan pak DPR RI.,,Kontra
595,Terima kasih kepada DPR RI komisi 9 yg telah mewakili kami sebagai guru diperdalam Kalimantan Barat pak semangat pak.,,Tidak Berhubungan
596,"Sebagai guru ditahun 2007 secara umum saya masih acungkan jempol kurikulum KTSP lebih lg kami sebagai guru diperdalam Kalimantan Barat pak,",,Kontra
597,"Gonta ganti kurikulum bikin bodoh anak bangsa pak alangkah bagusnya kembali ke KTSP pak, disitu ada ujian Nasional dan ujian daerah pak biar kita tahu kemampuan anak indonesia pak menteri pendidikan Nasional.",,Kontra
598,"Kurikulum merdeka bikin bodoh anak bangsa pak, dengar suara kami guru yang didaerah terpencil pak.",,Kontra
599,"Jelas tidak waras. Hapus juga program guru penggerak. Diskriminasi terhadap guru. Kalau mau jadi kepala lihat juga masa kerja, pendidikan. Jangan lulus diklat penggerak terus jadi kepala sekolah..Produk Nadiem",,Kontra
600,"Rekomendasi hasil kurikulum mereka(luar) silat lidah tapi endingnya balik lg ke awal ajaran iman y pak??<br>Trus tujuan kurikulum mereka apa pak? Di endingnya td y...mereka pembawa damai sekalian penghasil obat bagi warga dunia?<br>Mudah2an ini bukan diskusi konspirasi.<br>Kita buka kedepan bahwa kita benar2 cinta indonesia kita,<br>Bangsa...<br>Negara....<br>Nusantara...<br>RI....<br>Merubah dasar memang sulit jikalau serba dblk layar.",,Tidak Berhubungan
601,Kurikulum Merdeka akan menghasilkan generasi Ojol,,Kontra
602,Jenis kurimum  tidak menjamin.. <br>Gonta ganyinyg modern. <br>Mau ngikutin orang orang  amerika.. Australi.. <br>Kita tu negara kepauan yg sangat luas tidak akan terjangkau. <br>Ekonominya aja  masih pada miskin trfutam di pedalaman<br>Mestinya survei. <br>Di kota besar betbeda dengan di. Ploksok..<br>Di kota pasilitasnya.. Terjangkau. <br>Masarakat  menengah. Menengah pad amampu. <br>Mau P5<br>Aja harus ada duit ratusan ribu.,,Tidak Berhubungan
603,"Bener, sayaa sebagai guru merasa susah mengaplikasikan kurikulum merdeka saat ini, anak² dipaksakan bisa, anak tdk paham dan orang tua repot byk ny projek², materi yg di ajarkan pun byk tidak sesuai dgn tingkatan kelas. Saat saya sekolah dulu dunia pendidikan sangat lah menyenangkan, mempunyai akhlak budi pekerti, mempunyai rasa hormat dgn guru tpi sekrng anak² mulai malas dan akhlak nya sangat memperhatinkan😢, sangatt beda jauhh perbandingan pendidikan dulu dan sekarang. Bukan kah hrs nya pendidikan semakin tahun semakin maju ini malah kebalik, makin tahun makin memburuk, lebih baik kurikulum KTSP kemarin",,Kontra
604,Terima kasih atas dukungan bapak  karena guru dipaksa untuk membuat banjak. Tuntutan guru sehingga mengajar tidak baik untuk murid lebih baik seperti yang lama waktu pemerintahan Suharto kurikulum yang bisa dicerna dan buku yang digunakan bisa turun temurun dan tidak banyak tuntutan untuk guru dan guru pokus mengajar dan sebagai pembanding ya dgn adanya ujian negara,,Kontra
605,Pak saya  mohon mentri pendidikanya jangan orang yaman beginilah jadinya sejarah    di kaburkan indonesia di tarimkan.,,Kontra
606,"Tanyakan langsung ke guru, apa komentar kurmer",,Tidak Berhubungan
607,"Kurma itu membuat anak bangsa terbelakang, bukan maju.",,Kontra
608,"Pimpinannya kayak belum pernah kecil, susah, pinternya untuk kepentingan pribadi doang, untuk lgi nyari uang doang.",,Tidak Berhubungan
609,Guru hanya kirim laporan ke dinas anak diam saja,,Kontra
610,Sekarang anak tidak tau baca tulis(sekarang guru guru belajar anak diam,,Kontra
611,Benar lebih bagus kurikulum tiga belas tapi harus pakai aiti digital guru gurunya,,Kontra
612,"kumer ini sebenarkan di paksakan dan tidak di persiapkan secara matang, tapi karna mengejar anggaran",,Kontra
613,"Nadim karim menteri pendidikan terburuk,,sukses membodohkan anak2 bangsa",,Kontra
614,Gak sadar az kita ni gak boleh pintar<br>Klo pintar kita gak bisa lagi dibodoi2<br>Paham paham<br>Makanya gak sadar2 <br>Realitas itu.....,,Tidak Berhubungan
615,"yg ga waras itu mentrinya ..ppkn bukan mapel wajib pokok, jadinya anak2 sd nakalnya minta ampun, smp mulai pegang motor, nakal minum sex begal ngrampas...kita masih bth pendidikan lama ..dan terbukti pendidikan lama bisa jadi presiden, gubernur bupati dan posisi lainya ..dari.pada nganut nadim",,Kontra
616,"Guru harus mengenal muridnya, karakter dan kebutuhannya, bukan menjadi orang keren yg serba wah, admistrasi lengkap hasil edit mengedit tapi kurang paham materi esensial dan cara menyampaikan materi sering kali tidak konek dengan otak anak.",,Kontra
617,Pendidikan itu penentu arah masa depan sebuah negara majany pintar dulu baru jd mentri,,Tidak Berhubungan
618,Joos,,Tidak Berhubungan
619,Fokus saja akubat tudak ada ujian Nasional berakibat anak tidak mau belajar sehingga guru merasa lingkungan anak boleh malas boleh  rusak,,Kontra
620,"Kenapa baru sekarang kita mengkritik Kumer .Kok tidak sejak awal menolak Kumer.Sudah terlanjur menghabiskan anggaran yg tidak sedikit.Terus apa esensinya dengan adanya sekolah penggerak,guru penggerak yg butuh aggaran tidak sedikit.🙏🙏",,Kontra
621,Guru penggerak banyak meninggalkan tugas di kelas.<br>Dia dipanggil kesana kemari untuk memberi materi di sekolah lain.,,Kontra
622,"Di daerah karena mengikuti berbagai kegiatan kurikulum merdeka, siswa sudah tamat SD tidak lancar membaca",,Kontra
623,Kurma ..bisnis pulsa/data bos,,Kontra
624,Pemaparan yg baik dan cerdas 👍,,Tidak Berhubungan
625,"Menteri pendidikan dan budaya Andi Makarim , menteri kabinetnya Mulyono, harus di proses secara hukum, sebab bikin generasi muda penerus bangsa jadi rusak dan tak bermutu.",,Kontra
626,Betuull sekali... 👍👍👍,,Tidak Berhubungan
627,Penerapan kurikulum merdeka ini.. Yg mnikmatinya yg punya program.. dari pusat s/d di daerah...😄😄😂,,Kontra
628,Kurikulum apa ini... Apa &quot; Serba uang.. Kasian lah orang tua murid. Tolong di pikir itu,,Kontra
629,"Betul pak,bangsa ini masih waras, yg tidak waras adalah menteri kabinet rezim 2019-2024",,Tidak Berhubungan
630,"Saran kurikulum merdeka untuk tingkat SD SMP,SMA sebaiknya tidak diperlakukan. Tetapi intuk Perguruan Tinggi saya sangat setuju. Tinggal memperbiki apa kelemahannya.",,Pro
631,Gara-gara kurikulum merdeka siswa terbengkalai,,Kontra
632,Saya sebagai tenaga pendidik sering pusing dan kurang paham dengan KURMER,,Kontra
633,"Terimakasih Bapak,semoga pendidikan di Indonesia makin maju dengan anak didik yang cerdas,pintar,berahlak mulia .Semoga anak didik yang belum siap naik kelas karena belum bisa baca,tulis dan berhitung benar2 tidak di naikan",,Kontra
634,Kurmer sangat memberatkan guru dan sering menelantarkan murid,,Kontra
635,Kalau bisa kurikulumnya di ganti yang lebih mengedepankan ahlak,,Kontra
636,"Trimakasih pak,atas kepedulian pendidikan.",,Tidak Berhubungan
637,Jangan mebebankan orang tua yg tidak mampu pak kalau anda kaya ngak menjadi masaalah tapi bagi orang tuanya yang tidak mampu bagai mana anak nya sekolah karna lndonesai ini banyak yg miskin daripada yang kayapa juga ini lebih perlu diperhatikan tentang anak sekarang kalau ada PR di sekolah mereka cari di gugel bukan dengan otak atau pemikiran dia sendiri ini masal besar buat bangsa kedepan nya karna tidak ada yg tersimpan di banak nya enak kita bilang eqiyu nya rendah ini harus di perhti kan oleh pemerin tah,,Kontra
638,"Bahkan anak smp di daerah ,yg bisa membaca di karnakan kurikulum harus mengikuti anak bukan ny",,Tidak Berhubungan
639,Kurikulum merdeka anak anak jd bobrok sekolahan yg favorit jg jd bobrok.. Dapat anak yang tidak bisa membaca,,Kontra
640,Kurikulum merdeka hanya memperbodoh guru dan siswa mari fikirkanlah ayo perubahan kurikulum kembali ke yg lama atau di kolabarasikan bisa saja kan,,Kontra
641,"Kembali ke kurikulum 2013 pak, itu kurikulum bagus atau kurikulum sebelumnya",,Kontra
642,"Kurikulum merdeka sosialisasinya minim sekali...hanya ke guru penggerak..guru penggerak itu individu ..hrs nya fungsikan kkg,MGMP untuk sosialisasi kurmer yg dibiayai pemerintah sementara ini KKG ,MGMP diacuhkan sama Mentri terdahulu..memilih kombel dari pada menggandeng KKG,MGMP",,Tidak Berhubungan
643,Kembalikan saja ke KTSP........,,Kontra
644,"Bangsanya waras pak yg mencetak itulah ygtidak waras ,lihat saja produk sekarang akhlaknya bejad ,kelas 6 kadang masih belum bisa baca",,Kontra
645,iya pak sama dengan Kurikulum Operasional CIKAL ga sih trus dibikin nasional 🤣kenapa harus sekolah itu? <br>jual pelatihan mmmhh bisa jadi 😜 thn 2013 atau 2014 saja pelatihan disekolah tersebut bayar 1jt/org,,Tidak Berhubungan
646,"ingin mencerdaskan anak bangsa tetapi guru ada yang digaji nominalnya diluar nurul,  bisa punah nih profesi guru 😁 guru diminta spek bintang 5 pembayaran kaki 5  😂😂🤣🤣😜😜  unfair",,Tidak Berhubungan
647,itulah pak dlm kepemipinan  jokowi,,Tidak Berhubungan
648,Sebaiknya kembali ke KTSP,,Kontra
649,"kurikulum merdeka adalah kurikulum membuat murid stress jam 7.00 sudah masuk kelas pulang jam 15.00 , sampai rumah sudah capek , besok jam 7 00. harus masuk lagi, anak sudah tidak bisa istirahat, ngaji dan bermain, terus belajar agamanya kapan , sedangkan di sekolah pelajaran agama akan di hapus. di jepang dan cina murid di wajibkan tidur siang agar tidak terlalu stress.
<br>anak didik bukan pintar malah brutal.
<br>kurikum merdeka memecah bela guru jadi dua.
<br>1. guru calon kepala sekolah di sebut guru pengerak,guru kelas elit 
<br>2. guru kelas kambing  cukup guru sampai pensiun.
<br>di mana slogan NKRI harga mati",,Kontra
650,"Benar sekali. Guru guru hanya mengajar tetapi tak mendidik. Benar pedagogi sangat lemah. Sekolah sekolah saat ini sudah tak ada nuansa kompetetif, sebagai salah satu bagian kecil menyangkut kualitas sekolah,guru dan siswa. Banyak sekolah swasta diambil alih oleh pemerintah menjadi sekolah negeri hasilnya sekolah sekolah swasta mati, kualitas pendidikan hancur. Mestinya pemerintah meningkatkan fungsi kontrol pendidikan terhadap guru,siswa,orang tua termasuk nasib para guru ( kesejahteraannya). Guru atau kepala sekolah tugas khususnya ada mengajar dan mendidik, waktunya habis karena mengurus uang bersama operator operator keuangan. Aneh. Pemerintah mestinya sadar bahwa para siswa kebanyakan ada dalam lingkungan,mesjid,madrasah , gereja gereja, vihara maka sekolah sekolah swasta haruslah lebih diberdayakan sebagai partner pemerintah nomor satu dibidang  pendidikan. Kepala sekolah jangan disibukkan dengan urusan urusan lain yang  bukan menjadi urusan pokok. Gonta ganti kurikulum tapi sekolah sekolah swasta hancur, tak ada kontrol yang sifatnya kompetetif untuk meningkatkan mutu pendidikan. Terima kasih, WASSALAM.",,Kontra
651,Sangat sedih melihat fakta yg terjadi thd anak2 bangsa,,Kontra
652,Mantap Pak Prof. Ijin saya 4 thn lg pensiun...sangat bingung dg sajian kurikulum yg sangat aktif...tp arahnya kemana? <br>Mohon segera diluruskan. Terimakasih🙏,,Tidak Berhubungan
653,"Saya sbg pelaku pendidikan dari tahun 79 banayk perubahan² namun kalau dirasakan kurikulm semakin menggerogoti makna tujuan pendidikan nasional, materi sekolah semakin hilang, contoh dikit, anak² sekolah saja skr trk paham dg peta , krna sumber belajar semakin langka dan guru juga kurang menguasai, shg arah mata angin saja tdk tau, anak² jawabnya ada gougle map, ini salah satu contoh saja, skr adm guru justru membebani guru, isinya pusing, skr karakter anak sangat parah",,Tidak Berhubungan
654,Bikin masalah aja udah tak laku masih dijual.,,Tidak Berhubungan
655,Segera hapus kurmer masih enak ktsp,,Kontra
656,"KURMER HARUS DIKUBUR. Hidupkan kembali UN utk standarisasi mutu, walau tdk digunakan utk kelulusan. Hidupkan kembali siswa tinggal kelas jika memang tdk layak naik. Siswa lulusan SD harus bisa membaca, menulis dan berhitung. Siswa yg belum menguasai 3 dasar tsb tdk hrs dinaikkan krn kalau dinaikkan semakin tdk bisa mengikuti pelajaran krn bebannya pasti lebih berat. Dampak negatifnya, siswa akan malas berangkat sekolah bahkan ada yg keluar.",,Kontra
657,Akibat tukang OJOL jadi Menteri Pendidikan .....,,Tidak Berhubungan
658,"Kurikulum merdeka msh ok,dg penyesuaian terutama daerah tertinggal",,Pro
659,"Supaya pinter main musik tapi alat musiknya enga ada ,coba bayangkan  pak, anggaran 500 T lebih baik pakai untuk sarana prasarana tiap Sekolah,  guru di berikan kebebasan jgn di tekan trus kami jamin mutu pendidikan akan maju.",,Kontra
660,Jangan2 dunia pendidikan kita sdh tidak waras,,Kontra
661,Iyaa gonta gati kurikulum anak belum sampe jelsa.. Dahganti lagi..,,Tidak Berhubungan
662,"Ketika saya masih srkola di SPG PAKAI KURIKULUM TAHUN 1968,1975 1984",,Tidak Berhubungan
663,Pejabat pendidikan kita tidak pernah belajar dari negara lain,,Tidak Berhubungan
664,"Efek negatif dari kumer itu guru,mau maunya merdeka dan siswa juga merdeka",,Kontra
665,Mudah-mudahan kembali kurikulum KTSP karena kami di daerah terpencil sulit kalau perserta disruh belajar sendiri,,Kontra
666,Memang PNadim kurang bijaksana sekali dg menggunakan kurikulum merdeka yg amburadur membuat para guru terlalu dituntut dlm hal administrasi kurang bisa mendekati anak&quot;.,,Kontra
667,"Mohon Kurma agar  di kaji ulang, biar guru fokus mengajar peserta didik dengan seutuhnya. Guru jangan di bebani adm  yg  berlebihan,",,Kontra
668,Dunia pendidikan jangan banyak  administrasi dan aplikasi agar guru  pokos mengajar di kelas baik teori maupun praktek saat belajar mengajar,,Kontra
669,"Beli buku dan beli buku lagi, bisnis buku dlm dunia pendidikan sdh biasa agar cepat kaya",,Tidak Berhubungan
670,Banyak uang pendidikan anjlok,,Tidak Berhubungan
671,Kembali ke kurikulum KTSP aja bos.,,Kontra
672,Mantap luar biasa terimaksih bnyak pak ya semua ga dbg perdebatan ini semuanya bisa berubah / pukus kekurikum k 13 belas aja belum tuntas bagaman kita bisa mengejar orng orng yng berkembang dng pesat,,Tidak Berhubungan
673,Semoga apa yng di usilkan olh pak satriwan itu benar adanya dn betul betul terealisasi ya amin,,Kontra
674,BETUL SEKALI...KURIKULUM MERDEKA MEMBIKIN BODOH SISWA....😢,,Kontra
675,Kuri kulum merdeka.rakyatnya nggak merdeka.gimana ni,,Kontra
676,"Setelah reformasi Indonesia dalam proses dikacaukan di segala sisi puncaknya terlihat di era Petugas Partai. Dalam dunia pendidikan misalnya, setiap ganti mentri ganti kurikulum, belum tuntas ganti lagi hingga sekarang Merdeka Belajar, anak2 betul2 merdeka karena guru sibuk, uplod,updet, zooom dll. Birokrasi kacau, rekrutmen PNS masih KKN, tidak menghargai nilai integritas baik. Tambah lagi yg merusak adalah pemilu dari bawah keatas tidak berdasarkan pendidikan yg tinggi, akhirnya seperti hukum rimba siapa berduit jadiiii.",,Tidak Berhubungan
677,"Pertanyaanx,, , kenapa biaya Pndidikan tinggi.<br><br>SIAPA PEMILIK BISNIS BUKU2 PELAJARAN DI SEKOLAH. ....?????????<br>YANG DISALAHKAN PENDIDIKAN, GURU, SEKOLAH, ATAU PEMILIK BISNIS BUKU2.. PDHAL YG BISNIS ITU SIAPA,, , <br>ORG POLITISI ATAU ORANG PENDIDIKAN, YG M,AKIBATKN SEHINGGA BIAYA PENDIDIKAN TINGGI.😁😁😆😆😆😂😂😂😂😂😂😂😂😂😂😂🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",,Tidak Berhubungan
678,"Pak Menteri .. ganti saja Kurikulum Merdeka yg terbukti  pembodohan Anak² didik. Masa IPA digabung dengan IPS, bahasa Indonesia digabung matematika dll. Gak ada ilmu pendidikan yg mendalam pada anak². Anak² baca peta saja gak Faham meskipun ada google map. Pendidikan moral diganti dengan pasal² hukum itu sangat tidak penting u anak². Guru jadi sibuk sekali ngurus administrasi sehingga konsentrasi dan waktu u mendidik jadi terganggu ... dan sebagainya",,Kontra
679,Saatnya buang nadim makarim,,Kontra
680,Mohon mf tdk boleh cuman Guru Yang sdh Tersertifilasi Namun kapada semua Guru di Indonesia Baik Yang Aktig maupun sdh Purnabakti Fong Ps?,,Tidak Berhubungan
681,Jangan kelamaan pak!! Itu audit kpk oknum main duit di sekolah sma negeri. Zonasi hapus segerakan gak pake lama,,Tidak Berhubungan
682,Menurut saya kurikulum merdeka tidak efektif dalam pembelajaran saa ini karena tidak berwawasan luas dan mementingkan mata pelajaran  tertentu saja . Saya beranggapan semua mata pelajaran itu penting terutama ditingkat SMP . MTS hingga MA . SMA . SMU . SMK<br><br>Jangan sampai setelah lulus sekolah nantinya anak anak penerus bangsa ini tidak tahu hal hal yang sangat penting . Hapus Kurikulum Merdeka 😢,,Kontra
683,Kurikulum merdeka banyak menciptakan cita2 siswa menjadi ojol setelah lulus sekolah. Sebaiknya diganti aja. Kembalikan ke kurikulum CBSA( cara belajar siswa aktif) yg tidak kompetitif tidak diluluskan.,,Kontra
684,"BPK Mentri kalau bisa hapus kurikulum Merdeka belajar,soalnya guru guru TDK bisa mengajar dgn baik,kami terlalu sibuk dgn pmm atau administrasi",,Kontra
685,"Saya minta BPK menteri tolong hapus kurikulum merdeka mengajar,karane kami guru tidak punya waktu utk mengajar,kami guru fokus pada administrasi pmm.",,Kontra
686,"setuju..... Ganti kurmer <br>Begitu juga calon guru penggerak, yg mana guru berlomba-lomba untuk ikut cgp maka murid bnyk ditinggal krn untuk pelatihan,....<br><br>Cgp diikuti karena mau jadi kepsek ataupun pengawas.....😂...<br>Yang posisi itu menggiurkan...<br><br>Untuk mengurangi tingkat korupsi , klo bisa dana bos dan BOP lebih dibuat kebijakan lagi agar terhindar dari pengkorupan dana.",,Kontra
687,"Ujian nasonal adakan kembali, kurikulum pendidikan dri zaman dahulu sudah bagus ko....tinggal ditopang dengan teknologi...",,Kontra
688,"Kurikulum merdeka membawa peserta didik lebih cepat  jurang degradasi moral, Guru penggerak sekolah penggerak HENTIKAN HENTIKAN!",,Kontra
689,POPULASI MANUSIA SEMAKIN MEROKET BANYAK NYA.....SAMPAI2 TUKANG BAKSO DAN TUKANG BECAK BERBONDONG2 MENJADI GURU............DEMI GAJI BESAR SOAL ILMU KIRA BELAKANGAN😂😂😂,,Tidak Berhubungan
690,Apapun kurikulum ya utamanya belajar uji murid dengan tes atau ujian agar mereka rajin belajar,,Kontra
691,"Kurikulum merdeka bikin repot guru saja,,kembali ke KTSP,,atau k13",,Kontra
692,"Persaingan di dunia pendidikan sudah tidak ada. Untuk apa belajar, toh ujung2nya pasti naik kelas. Sekarang, coba batasi jumlah maksimal nilai akademik yang bisa di dapat siswa di kelas. Berani gak??? Yang dapat nilai A hanya 30 persen, nilai B 20 persen, nilai C 10 persen dst. Dijamin siswa bakal mati-matian belajar buat dapat nilai bagus.",,Kontra
693,"Indahnya negara Konoha: pergantian Menteri (5 tahun sekali) akan diikuti dengan pergantian kurikulum Pendidikan, konyolnya kurikulum baru akan disosialisasikan ke sekolah yaitu guru untuk diterapkan (selama 3 tahun), selanjutnya diujicobakan ke siswa-siswi selama 2 tahun. Belum selesai proses ujicoba kurikulum muncul Menteri baru, dilakukanlan proses evaluasi kurikulum sebelumnya, tidak mau ketinggalan, Menteri baru tersebut membuat gebrakan untuk mengganti kurikulum sebelumnya karena alasan bla…bla..bla… begitu seterusnya sampai kiamat datang, dan Pendidikan negara Konoha tidak akan mampu bersaing dengan negara maju. Apakah pergantian Kurikulum hanya berupa Proyek semata??????",,Tidak Berhubungan
694,Kembalikan kurikulum ke era thn 90an saja pak,,Kontra
695,"Kita sudah ketinggalan jauh dengan bangsa lain. Bangsa lain sudah bicara nano teknologi, jelajah luar angkasa, penguasaan teknologi digital, dll. Segera terbitkan kebijakan dari pemerintah pusat yang mendorong guru beserta siswa untuk senang dan butuh ilmu pengetahuan maupun ketrampilan yg bisa menjawab tantangan zaman. Dorong mereka untuk selalu memiliki target individual untuk upgrade diri (hal paling dasar terkait karakter unggul, integritas, kerja keras, pantang menyerah, kritis kreatif, kolaboratif, kompetitif, suka  membaca, berhitung, melek teknologi) dengan target individual dan capaian individual sesuai bidang minat mereka. Berikan apresiasi dan penghargaan terhadap upaya upgrade diri guru maupun siswa yang sudah dan akan dilakukan. Berikan penghargaan terhadap capaian masa lalu, keterlibatan dalam organisasi, kepesertaan pelatihan, prestasi, pengembangan diri, kompetensi masa lalu, saat ini, dan target dan capaian di masa depan. Manfaatkan teknologi untuk mengakomodir dan memantau capaian kompetensi mereka. Gunakan perkembangan AI untuk mendukung kebijakan tersebut. Lakukan asesmen secara online sesuai kesanggupan mereka bisa tiap tahunan, dua tahunan, atau tiga tahunan. Buat gradasi capaian level 1 sd level 20. Setiap level capaian yang mereka lalui memiliki dampak positif bagi mereka. Lakukan evaluasi sesuai dinamika perkembangan zaman, untuk dilakukan perbaikan secara dinamis. Dengan begitu, semua akan sibuk untuk  mendorong diri mencari yang terbaik sesuai dengan kemampuan dan kesanggupan masing masing",,Tidak Berhubungan
696,"Pak Menteri Pendidikan era Pak Prabowo Subianto harus menonton wawancara Gus Dur di acara who wants to be the President pada menit <a href=""https://www.youtube.com/watch?v=_T4zQFjVrD4&amp;t=1897"">31:37</a><br>Menurut beliau :<br><br>&quot;Pendidikan didasarkan kepada basis masyrakat.<br><br>Pendidikan yang berdasarkan kepada komunitas basis.&quot;<br>di kita diperkenalkan dengan tentu saja mengadakan penyesuaian-penyesuaian dan kebutuhan oleh mendiang Romo Mangun Wijaya, banyak orang yang menjadi murid beliau dan menjadi pengikut beliau dan memahami beliau. Jangan seperti sekarang semuanya didasarkan kepada pendidikan formal. Padahal Orang yang ngaji, orang yang jadi kongregasi tidak punya ijazah tapi punya KEMAMPUAN, mau diapain&quot;<br><br>(contoh Gus Baha yang ijazahnya masih rendah tapi diundang tuk dipinta pendapatnya di kampus-kampus ternama dan tokoh muda lainnya sekarang-sekarang ini)",,Tidak Berhubungan
697,"Hapus p5 ribet, aktif kn kembali mapel PMP",,Kontra
698,Ganti yang kemarin 2 pak agak menggila😂bisnis terus isinya,,Tidak Berhubungan
699,Saya kurang setuju dg kurmer itu,,Kontra
700,Bagaimana nasib guru honor yg kerja disekolah swasta pak..sudah lama mengabdi tidak ada kesempatankah untuk daftar P3K?,,Kontra
701,"Alhamdulillah, Menteri pendidikan sudah on the track lagi...semoga pendidikan indonesia semakin baik lagi",,Tidak Berhubungan
702,"Ganti kurikulum merdeka pak, hapus sistem zonasi, banyak anak anak pintar yang stress karena sistem zonasi",,Kontra
703,"Bagaimana IPA, IPS di hilangkan di tingkat SMA",,Tidak Berhubungan
704,"Rakyat Indonesia 10000% setuju gaji guru naik.. ❤ <br>Sejahterakan guru untuk Indonesia maju❤ semua pns, honorer, pppk wajib sejahtera❤❤❤❤❤",,Tidak Berhubungan
705,"SEMOGA ZONASI DIHAPUS, ZONASI ITU MELANGGAR HAK ASASI MANUSIA😊, KRN ANAK TIDAK DIBERI KEBEBASAN DALAM MEMILIH SEKOLAH. SEPERTI KAYAK DIPAKSA UNTUK MILIH SEKOLAH YG SDH DITENTUKAN",,Kontra
706,Mantap kalau bisa hapus kurikulum merdeka bagi kami daerah terpencil,,Kontra
707,Ganti pemimpin ganti peraturan ....🫢🫢🫢🫢🫢 Kapan majunya......,,Tidak Berhubungan
708,Salah satu menteri yang kompeten... Semoga juga perhatikan guru2,,Tidak Berhubungan
709,Mending balik kurikulum 94.  <br>Kurikulum merdeka miskin materi.,,Kontra
710,Nah ini baru bagus komitmen Mendikbud baru,,Tidak Berhubungan
711,"Mohon pak mentri sistim zonasi dan umur tolong di hilangkan aja,soalnya banyak para siswa siswi y g pintar tak bisa diterima disekolah negri",,Kontra
712,"Adakan UN,, agar ada standarisasi, tapi UN berimbang karena tiap daerah tingkat kemajuan pendidikan berbeda",,Kontra
713,"Semoga menteri diknas baru amanah ga kayak si mentri gojek ga peka dan paham dg pendidikan,,",,Tidak Berhubungan
714,"Pak tolong ganti kurikulum merdeka ini. Sebagai orang tua, sy puyeng. Anak kls 1 aja pelajaran mcm kls 4 zaman kta dlu.",,Kontra
715,Bpk menteri adakan lagi pendikan moral pancasila.sejarah perjuangan bangsa secara bertahsp.lakukan upara bendera disetiap hari senin.dan jika bisa seleksi betul calon2 guru yg memang tdk hanya cerdas tapi berbakat ut menjadi seorang guru.ada baiknya guru2 lebih banyak dari kaum laki laki. Petempuan yg betul2 bisa benar2 bisa menjadi pendidik.krn wanita juga sibuk ngurusi persoslsn rumah tangga.,,Kontra
716,Kurukulum merdeka belum tepat ut kondisi infrakstruktur yg terksit dgn dunia pendidikan saat ini.dibuat krn ambisi tampa survei menyeluruh.,,Kontra
717,"Jaman pak harto anak- anak pada cerdas dgn kurikulum tempo dulu, sekarang bnyk pejabat yg sekolah jaman pak harto",,Tidak Berhubungan
718,Kenapa org orang.pintar tak mengajari Nadin maksrim kalau kurikulumnnya tak baik  seharusnya saling.membantu dan jgn saling.membiarkan kekursngan,,Kontra
719,hapuskan sistem zonasi banyak mudaratnya ketikmbang manfaatnya.,,Kontra
720,Sistem un harus sesuai dengan keadaan wilayah dan kondisi keadaan masyarakat..jika wilayah bisa un online maka online jika daerah terpencil ya pakai kertas ujiannya..karena dengan un lebih adil dan jelas menjadi tolak ukur kepintaran anak nkri ..,,Kontra
